AUTAUGA ,AL ,H0150 ,HEALTHSPRING OF ALABAMA  INC. ,HMO ,1000,6883,313,4.55,654.22
BEAUREGARD ,LA ,H1961 ,TENET CHOICES  INC. / PEOPLES HEALTH NETWORK ,HMO ,19050,5402,  ,  ,688.22
BEAUREGARD ,LA ,H4513 ,TEXAS HEALTHSPRING I  LLC ,HMO ,19050,5402,  ,  ,688.22
BEAUREGARD ,LA ,H4556 ,CONSOLIDATED ASSOC OF RAILROAD EMPLOYEES HC ,HCPP ,19050,5402,  ,  ,688.22
BIENVILLE ,LA ,H5006 ,STERLING LIFE INSURANCE COMPANY ,PFFS ,19060,3128,38,1.21,707.45
BIENVILLE ,LA ,H0524 ,KAISER FOUNDATION HP  INC. ,HMO ,19060,3128,  ,  ,707.45
BIENVILLE ,LA ,H1902 ,CORSOLUTIONS  INC. ,DEMC ,19060,3128,  ,  ,707.45
BIENVILLE ,LA ,H1951 ,HUMANA HEALTH BENEFIT PLAN OF LOUISIANA INC ,HMO ,19060,3128,  ,  ,707.45
BIENVILLE ,LA ,H1961 ,TENET CHOICES  INC. / PEOPLES HEALTH NETWORK ,HMO ,19060,3128,  ,  ,707.45
BIENVILLE ,LA ,H4590 ,PACIFICARE OF TEXAS  INC. ,HMO ,19060,3128,  ,  ,707.45
BOSSIER ,LA ,H1459 ,ILLINOIS CENTRAL HOSPITAL ASSOCIATION ,HCPP ,19070,13682,13,0.1,802.02
BOSSIER ,LA ,H1902 ,CORSOLUTIONS  INC. ,DEMC ,19070,13682,15,0.11,802.02
BOSSIER ,LA ,H1951 ,HUMANA HEALTH BENEFIT PLAN OF LOUISIANA INC ,HMO ,19070,13682,146,1.07,802.02
BOSSIER ,LA ,H1961 ,TENET CHOICES  INC. / PEOPLES HEALTH NETWORK ,HMO ,19070,13682,29,0.21,802.02
BOSSIER ,LA ,H5006 ,STERLING LIFE INSURANCE COMPANY ,PFFS ,19070,13682,111,0.81,802.02
BOSSIER ,LA ,H0543 ,PACIFICARE OF CALIFORNIA/SECURE HORIZONS ,HMO ,19070,13682,  ,  ,802.02
BOSSIER ,LA ,H1901 ,TENET CHOICES  INC. ,DEMP ,19070,13682,  ,  ,802.02
BOSSIER ,LA ,H1905 ,HUMANA HLTH BENEFIT PLN OF LOUISIANA ,PPO ,19070,13682,  ,  ,802.02
BOSSIER ,LA ,H2949 ,PACIFICARE OF NEVADA  INC ,HMO ,19070,13682,  ,  ,802.02
BOSSIER ,LA ,H4556 ,CONSOLIDATED ASSOC OF RAILROAD EMPLOYEES HC ,HCPP ,19070,13682,  ,  ,802.02
BOSSIER ,LA ,H4590 ,PACIFICARE OF TEXAS  INC. ,HMO ,19070,13682,  ,  ,802.02
BOSSIER ,LA ,H4652 ,UNION PACIFIC RR EMPLOYES HEALTH SYS ,HCPP ,19070,13682,  ,  ,802.02
CADDO ,LA ,H1902 ,CORSOLUTIONS  INC. ,DEMC ,19080,41033,46,0.11,711.01
CADDO ,LA ,H1951 ,HUMANA HEALTH BENEFIT PLAN OF LOUISIANA INC ,HMO ,19080,41033,495,1.21,711.01
CADDO ,LA ,H1961 ,TENET CHOICES  INC. / PEOPLES HEALTH NETWORK ,HMO ,19080,41033,39,0.1,711.01
CADDO ,LA ,H5006 ,STERLING LIFE INSURANCE COMPANY ,PFFS ,19080,41033,330,0.8,711.01
CADDO ,LA ,90091,UNITED MINE WORKERS OF AMERICA ,HCPP ,19080,41033,  ,  ,711.01
CADDO ,LA ,H0524 ,KAISER FOUNDATION HP  INC. ,HMO ,19080,41033,  ,  ,711.01
CADDO ,LA ,H0564 ,BLUE CROSS OF CALIFORNIA ,HMO ,19080,41033,  ,  ,711.01
CADDO ,LA ,H1459 ,ILLINOIS CENTRAL HOSPITAL ASSOCIATION ,HCPP ,19080,41033,  ,  ,711.01
CADDO ,LA ,H1906 ,HUMANA HEALTH BENEFIT PLAN OF LA  INC. ,PFFS ,19080,41033,  ,  ,711.01
CADDO ,LA ,H2150 ,KAISER FNDN HP OF THE MID-ATLANTIC STS ,COST ,19080,41033,  ,  ,711.01
CADDO ,LA ,H4514 ,EVERCARE OF TEXAS  LLC ,HMO ,19080,41033,  ,  ,711.01
CADDO ,LA ,H4556 ,CONSOLIDATED ASSOC OF RAILROAD EMPLOYEES HC ,HCPP ,19080,41033,  ,  ,711.01
CADDO ,LA ,H4590 ,PACIFICARE OF TEXAS  INC. ,HMO ,19080,41033,  ,  ,711.01
CADDO ,LA ,H4652 ,UNION PACIFIC RR EMPLOYES HEALTH SYS ,HCPP ,19080,41033,  ,  ,711.01
CADDO ,LA ,H5209 ,ELDER CARE HEALTH PLAN  INC. ,DEMO ,19080,41033,  ,  ,711.01
CALCASIEU ,LA ,H1951 ,HUMANA HEALTH BENEFIT PLAN OF LOUISIANA INC ,HMO ,19090,28582,28,0.1,762.61
CALCASIEU ,LA ,H1961 ,TENET CHOICES  INC. / PEOPLES HEALTH NETWORK ,HMO ,19090,28582,49,0.17,762.61
CALCASIEU ,LA ,H4652 ,UNION PACIFIC RR EMPLOYES HEALTH SYS ,HCPP ,19090,28582,11,0.04,762.61
CALCASIEU ,LA ,H5006 ,STERLING LIFE INSURANCE COMPANY ,PFFS ,19090,28582,125,0.44,762.61
CALCASIEU ,LA ,H0150 ,HEALTHSPRING OF ALABAMA  INC. ,HMO ,19090,28582,  ,  ,762.61
CALCASIEU ,LA ,H0303 ,PACIFICARE OF ARIZONA  INC ,HMO ,19090,28582,  ,  ,762.61
CALCASIEU ,LA ,H0524 ,KAISER FOUNDATION HP  INC. ,HMO ,19090,28582,  ,  ,762.61
CALCASIEU ,LA ,H0609 ,PACIFICARE OF COLORADO  INC ,HMO ,19090,28582,  ,  ,762.61
CALCASIEU ,LA ,H1036 ,HUMANA MEDICAL PLAN  INC ,HMO ,19090,28582,  ,  ,762.61
CALCASIEU ,LA ,H1804 ,HUMANA INSURANCE COMPANY ,PFFS ,19090,28582,  ,  ,762.61
CALCASIEU ,LA ,H1901 ,TENET CHOICES  INC. ,DEMP ,19090,28582,  ,  ,762.61
CALCASIEU ,LA ,H1903 ,WELLCARE OF LOUISIANA  INC. ,HMO ,19090,28582,  ,  ,762.61
CALCASIEU ,LA ,H1906 ,HUMANA HEALTH BENEFIT PLAN OF LA  INC. ,PFFS ,19090,28582,  ,  ,762.61
CALCASIEU ,LA ,H2949 ,PACIFICARE OF NEVADA  INC ,HMO ,19090,28582,  ,  ,762.61
CALCASIEU ,LA ,H4506 ,SELECTCARE OF TEXAS  L.L.C. ,PSO ,19090,28582,  ,  ,762.61
CALCASIEU ,LA ,H4513 ,TEXAS HEALTHSPRING I  LLC ,HMO ,19090,28582,  ,  ,762.61
CALCASIEU ,LA ,H6334 ,NY HOTEL TRADES COUNCIL&HOTEL ASSN OF NYC ,HCPP ,19090,28582,  ,  ,762.61
CALDWELL ,LA ,H0524 ,KAISER FOUNDATION HP  INC. ,HMO ,19100,1992,  ,  ,1038.24
CALDWELL ,LA ,H1961 ,TENET CHOICES  INC. / PEOPLES HEALTH NETWORK ,HMO ,19100,1992,  ,  ,1038.24
CALDWELL ,LA ,H4652 ,UNION PACIFIC RR EMPLOYES HEALTH SYS ,HCPP ,19100,1992,  ,  ,1038.24
CAMERON ,LA ,H1961 ,TENET CHOICES  INC. / PEOPLES HEALTH NETWORK ,HMO ,19110,829,  ,  ,825.77
CAMERON ,LA ,H5006 ,STERLING LIFE INSURANCE COMPANY ,PFFS ,19110,829,  ,  ,825.77
CATAHOULA ,LA ,H1902 ,CORSOLUTIONS  INC. ,DEMC ,19120,2192,  ,  ,710.65
CATAHOULA ,LA ,H1951 ,HUMANA HEALTH BENEFIT PLAN OF LOUISIANA INC ,HMO ,19120,2192,  ,  ,710.65
CATAHOULA ,LA ,H1961 ,TENET CHOICES  INC. / PEOPLES HEALTH NETWORK ,HMO ,19120,2192,  ,  ,710.65
CLAIBORNE ,LA ,H5006 ,STERLING LIFE INSURANCE COMPANY ,PFFS ,19130,2906,42,1.45,693
CLAIBORNE ,LA ,H0524 ,KAISER FOUNDATION HP  INC. ,HMO ,19130,2906,  ,  ,693
CLAIBORNE ,LA ,H1902 ,CORSOLUTIONS  INC. ,DEMC ,19130,2906,  ,  ,693
CLAIBORNE ,LA ,H1951 ,HUMANA HEALTH BENEFIT PLAN OF LOUISIANA INC ,HMO ,19130,2906,  ,  ,693
CLAIBORNE ,LA ,H1961 ,TENET CHOICES  INC. / PEOPLES HEALTH NETWORK ,HMO ,19130,2906,  ,  ,693
CLAIBORNE ,LA ,H4514 ,EVERCARE OF TEXAS  LLC ,HMO ,19130,2906,  ,  ,693
CLAIBORNE ,LA ,H4556 ,CONSOLIDATED ASSOC OF RAILROAD EMPLOYEES HC ,HCPP ,19130,2906,  ,  ,693
CLAIBORNE ,LA ,H4590 ,PACIFICARE OF TEXAS  INC. ,HMO ,19130,2906,  ,  ,693
CLAIBORNE ,LA ,H4652 ,UNION PACIFIC RR EMPLOYES HEALTH SYS ,HCPP ,19130,2906,  ,  ,693
CONCORDIA ,LA ,H1961 ,TENET CHOICES  INC. / PEOPLES HEALTH NETWORK ,HMO ,19140,3729,17,0.46,699.28
CONCORDIA ,LA ,90091,UNITED MINE WORKERS OF AMERICA ,HCPP ,19140,3729,  ,  ,699.28
CONCORDIA ,LA ,H0524 ,KAISER FOUNDATION HP  INC. ,HMO ,19140,3729,  ,  ,699.28
CONCORDIA ,LA ,H1459 ,ILLINOIS CENTRAL HOSPITAL ASSOCIATION ,HCPP ,19140,3729,  ,  ,699.28
CONCORDIA ,LA ,H1902 ,CORSOLUTIONS  INC. ,DEMC ,19140,3729,  ,  ,699.28
CONCORDIA ,LA ,H1951 ,HUMANA HEALTH BENEFIT PLAN OF LOUISIANA INC ,HMO ,19140,3729,  ,  ,699.28
CONCORDIA ,LA ,H4652 ,UNION PACIFIC RR EMPLOYES HEALTH SYS ,HCPP ,19140,3729,  ,  ,699.28
DE SOTO ,LA ,H1902 ,CORSOLUTIONS  INC. ,DEMC ,19150,4578,39,0.85,732.62
DE SOTO ,LA ,H5006 ,STERLING LIFE INSURANCE COMPANY ,PFFS ,19150,4578,65,1.42,732.62
DE SOTO ,LA ,H0524 ,KAISER FOUNDATION HP  INC. ,HMO ,19150,4578,  ,  ,732.62
DE SOTO ,LA ,H1951 ,HUMANA HEALTH BENEFIT PLAN OF LOUISIANA INC ,HMO ,19150,4578,  ,  ,732.62
DE SOTO ,LA ,H1961 ,TENET CHOICES  INC. / PEOPLES HEALTH NETWORK ,HMO ,19150,4578,  ,  ,732.62
DE SOTO ,LA ,H4506 ,SELECTCARE OF TEXAS  L.L.C. ,PSO ,19150,4578,  ,  ,732.62
DE SOTO ,LA ,H4513 ,TEXAS HEALTHSPRING I  LLC ,HMO ,19150,4578,  ,  ,732.62
DE SOTO ,LA ,H4652 ,UNION PACIFIC RR EMPLOYES HEALTH SYS ,HCPP ,19150,4578,  ,  ,732.62
EAST BATON ROUGE ,LA ,H1459 ,ILLINOIS CENTRAL HOSPITAL ASSOCIATION ,HCPP ,19160,53483,72,0.13,746.08
EAST BATON ROUGE ,LA ,H1902 ,CORSOLUTIONS  INC. ,DEMC ,19160,53483,129,0.24,746.08
EAST BATON ROUGE ,LA ,H1903 ,WELLCARE OF LOUISIANA  INC. ,HMO ,19160,53483,367,0.69,746.08
EAST BATON ROUGE ,LA ,H1951 ,HUMANA HEALTH BENEFIT PLAN OF LOUISIANA INC ,HMO ,19160,53483,7039,13.16,746.08
EAST BATON ROUGE ,LA ,H1961 ,TENET CHOICES  INC. / PEOPLES HEALTH NETWORK ,HMO ,19160,53483,409,0.76,746.08
EAST BATON ROUGE ,LA ,H5006 ,STERLING LIFE INSURANCE COMPANY ,PFFS ,19160,53483,598,1.12,746.08
EAST BATON ROUGE ,LA ,H0151 ,UNITED HEALTHCARE OF ALABAMA  INC. ,HMO ,19160,53483,  ,  ,746.08
EAST BATON ROUGE ,LA ,H0524 ,KAISER FOUNDATION HP  INC. ,HMO ,19160,53483,  ,  ,746.08
EAST BATON ROUGE ,LA ,H1032 ,WELL CARE OF FLORIDA  INC. ,HMO ,19160,53483,  ,  ,746.08
EAST BATON ROUGE ,LA ,H1036 ,HUMANA MEDICAL PLAN  INC ,HMO ,19160,53483,  ,  ,746.08
EAST BATON ROUGE ,LA ,H1804 ,HUMANA INSURANCE COMPANY ,PFFS ,19160,53483,  ,  ,746.08
EAST BATON ROUGE ,LA ,H1901 ,TENET CHOICES  INC. ,DEMP ,19160,53483,  ,  ,746.08
EAST BATON ROUGE ,LA ,H1905 ,HUMANA HLTH BENEFIT PLN OF LOUISIANA ,PPO ,19160,53483,  ,  ,746.08
EAST BATON ROUGE ,LA ,H1906 ,HUMANA HEALTH BENEFIT PLAN OF LA  INC. ,PFFS ,19160,53483,  ,  ,746.08
EAST BATON ROUGE ,LA ,H2150 ,KAISER FNDN HP OF THE MID-ATLANTIC STS ,COST ,19160,53483,  ,  ,746.08
EAST BATON ROUGE ,LA ,H2949 ,PACIFICARE OF NEVADA  INC ,HMO ,19160,53483,  ,  ,746.08
EAST BATON ROUGE ,LA ,H3659 ,UNITED HEALTHCARE OF OHIO  INC. ,HMO ,19160,53483,  ,  ,746.08
EAST BATON ROUGE ,LA ,H3809 ,PROVIDENCE HEALTH SYSTEM - OREGON ,PACE ,19160,53483,  ,  ,746.08
EAST BATON ROUGE ,LA ,H4454 ,HEALTHSPRING  INC. ,HMO ,19160,53483,  ,  ,746.08
EAST BATON ROUGE ,LA ,H4520 ,HUMANA INSURANCE COMPANY ,PPO ,19160,53483,  ,  ,746.08
EAST BATON ROUGE ,LA ,H4590 ,PACIFICARE OF TEXAS  INC. ,HMO ,19160,53483,  ,  ,746.08
EAST BATON ROUGE ,LA ,H4652 ,UNION PACIFIC RR EMPLOYES HEALTH SYS ,HCPP ,19160,53483,  ,  ,746.08
EAST BATON ROUGE ,LA ,H6052 ,KAISER FOUNDATION HP  INC. ,COST ,19160,53483,  ,  ,746.08
EAST CARROLL ,LA ,H1951 ,HUMANA HEALTH BENEFIT PLAN OF LOUISIANA INC ,HMO ,19170,1469,  ,  ,769.32
EAST CARROLL ,LA ,H1961 ,TENET CHOICES  INC. / PEOPLES HEALTH NETWORK ,HMO ,19170,1469,  ,  ,769.32
EAST CARROLL ,LA ,H2961 ,HEALTH PLAN OF NEVADA  INC. ,DEMO ,19170,1469,  ,  ,769.32
EAST CARROLL ,LA ,H4454 ,HEALTHSPRING  INC. ,HMO ,19170,1469,  ,  ,769.32
EAST CARROLL ,LA ,H4513 ,TEXAS HEALTHSPRING I  LLC ,HMO ,19170,1469,  ,  ,769.32
EAST CARROLL ,LA ,H4652 ,UNION PACIFIC RR EMPLOYES HEALTH SYS ,HCPP ,19170,1469,  ,  ,769.32
EAST FELICIANA ,LA ,H1903 ,WELLCARE OF LOUISIANA  INC. ,HMO ,19180,3204,109,3.4,750.41
EAST FELICIANA ,LA ,H1951 ,HUMANA HEALTH BENEFIT PLAN OF LOUISIANA INC ,HMO ,19180,3204,42,1.31,750.41
EAST FELICIANA ,LA ,H1961 ,TENET CHOICES  INC. / PEOPLES HEALTH NETWORK ,HMO ,19180,3204,13,0.41,750.41
EAST FELICIANA ,LA ,H5006 ,STERLING LIFE INSURANCE COMPANY ,PFFS ,19180,3204,91,2.84,750.41
EAST FELICIANA ,LA ,H1459 ,ILLINOIS CENTRAL HOSPITAL ASSOCIATION ,HCPP ,19180,3204,  ,  ,750.41
EAST FELICIANA ,LA ,H1902 ,CORSOLUTIONS  INC. ,DEMC ,19180,3204,  ,  ,750.41
EAST FELICIANA ,LA ,H1906 ,HUMANA HEALTH BENEFIT PLAN OF LA  INC. ,PFFS ,19180,3204,  ,  ,750.41
EVANGELINE ,LA ,H1961 ,TENET CHOICES  INC. / PEOPLES HEALTH NETWORK ,HMO ,19190,6361,29,0.46,801.09
EVANGELINE ,LA ,H0307 ,HUMANA HEALTH PLAN  INC. ,HMO ,19190,6361,  ,  ,801.09
EVANGELINE ,LA ,H1902 ,CORSOLUTIONS  INC. ,DEMC ,19190,6361,  ,  ,801.09
EVANGELINE ,LA ,H1906 ,HUMANA HEALTH BENEFIT PLAN OF LA  INC. ,PFFS ,19190,6361,  ,  ,801.09
EVANGELINE ,LA ,H1951 ,HUMANA HEALTH BENEFIT PLAN OF LOUISIANA INC ,HMO ,19190,6361,  ,  ,801.09
EVANGELINE ,LA ,H4513 ,TEXAS HEALTHSPRING I  LLC ,HMO ,19190,6361,  ,  ,801.09
EVANGELINE ,LA ,H4652 ,UNION PACIFIC RR EMPLOYES HEALTH SYS ,HCPP ,19190,6361,  ,  ,801.09
EVANGELINE ,LA ,H5006 ,STERLING LIFE INSURANCE COMPANY ,PFFS ,19190,6361,  ,  ,801.09
FRANKLIN ,LA ,H1459 ,ILLINOIS CENTRAL HOSPITAL ASSOCIATION ,HCPP ,19200,3880,  ,  ,738.87
FRANKLIN ,LA ,H1951 ,HUMANA HEALTH BENEFIT PLAN OF LOUISIANA INC ,HMO ,19200,3880,  ,  ,738.87
FRANKLIN ,LA ,H1961 ,TENET CHOICES  INC. / PEOPLES HEALTH NETWORK ,HMO ,19200,3880,  ,  ,738.87
FRANKLIN ,LA ,H2961 ,HEALTH PLAN OF NEVADA  INC. ,DEMO ,19200,3880,  ,  ,738.87
FRANKLIN ,LA ,H3456 ,UNITED HEALTHCARE OF NORTH CAROLINA ,HMO ,19200,3880,  ,  ,738.87
FRANKLIN ,LA ,H4556 ,CONSOLIDATED ASSOC OF RAILROAD EMPLOYEES HC ,HCPP ,19200,3880,  ,  ,738.87
FRANKLIN ,LA ,H4652 ,UNION PACIFIC RR EMPLOYES HEALTH SYS ,HCPP ,19200,3880,  ,  ,738.87
GRANT ,LA ,H0524 ,KAISER FOUNDATION HP  INC. ,HMO ,19210,3200,  ,  ,725.51
GRANT ,LA ,H1902 ,CORSOLUTIONS  INC. ,DEMC ,19210,3200,  ,  ,725.51
GRANT ,LA ,H1951 ,HUMANA HEALTH BENEFIT PLAN OF LOUISIANA INC ,HMO ,19210,3200,  ,  ,725.51
GRANT ,LA ,H1961 ,TENET CHOICES  INC. / PEOPLES HEALTH NETWORK ,HMO ,19210,3200,  ,  ,725.51
GRANT ,LA ,H4652 ,UNION PACIFIC RR EMPLOYES HEALTH SYS ,HCPP ,19210,3200,  ,  ,725.51
GRANT ,LA ,H5006 ,STERLING LIFE INSURANCE COMPANY ,PFFS ,19210,3200,  ,  ,725.51
IBERIA ,LA ,H1951 ,HUMANA HEALTH BENEFIT PLAN OF LOUISIANA INC ,HMO ,19220,11520,13,0.11,642.33
IBERIA ,LA ,H1961 ,TENET CHOICES  INC. / PEOPLES HEALTH NETWORK ,HMO ,19220,11520,35,0.3,642.33
IBERIA ,LA ,H5006 ,STERLING LIFE INSURANCE COMPANY ,PFFS ,19220,11520,51,0.44,642.33
IBERIA ,LA ,90091,UNITED MINE WORKERS OF AMERICA ,HCPP ,19220,11520,  ,  ,642.33
IBERIA ,LA ,H0524 ,KAISER FOUNDATION HP  INC. ,HMO ,19220,11520,  ,  ,642.33
IBERIA ,LA ,H4506 ,SELECTCARE OF TEXAS  L.L.C. ,PSO ,19220,11520,  ,  ,642.33
IBERIA ,LA ,H4513 ,TEXAS HEALTHSPRING I  LLC ,HMO ,19220,11520,  ,  ,642.33
IBERIA ,LA ,H4590 ,PACIFICARE OF TEXAS  INC. ,HMO ,19220,11520,  ,  ,642.33
IBERIA ,LA ,H4652 ,UNION PACIFIC RR EMPLOYES HEALTH SYS ,HCPP ,19220,11520,  ,  ,642.33
IBERVILLE ,LA ,H1902 ,CORSOLUTIONS  INC. ,DEMC ,19230,5079,18,0.35,842.92
IBERVILLE ,LA ,H1951 ,HUMANA HEALTH BENEFIT PLAN OF LOUISIANA INC ,HMO ,19230,5079,786,15.48,842.92
IBERVILLE ,LA ,H1961 ,TENET CHOICES  INC. / PEOPLES HEALTH NETWORK ,HMO ,19230,5079,42,0.83,842.92
IBERVILLE ,LA ,H5006 ,STERLING LIFE INSURANCE COMPANY ,PFFS ,19230,5079,48,0.95,842.92
IBERVILLE ,LA ,H0524 ,KAISER FOUNDATION HP  INC. ,HMO ,19230,5079,  ,  ,842.92
IBERVILLE ,LA ,H0543 ,PACIFICARE OF CALIFORNIA/SECURE HORIZONS ,HMO ,19230,5079,  ,  ,842.92
IBERVILLE ,LA ,H1903 ,WELLCARE OF LOUISIANA  INC. ,HMO ,19230,5079,  ,  ,842.92
IBERVILLE ,LA ,H1906 ,HUMANA HEALTH BENEFIT PLAN OF LA  INC. ,PFFS ,19230,5079,  ,  ,842.92
IBERVILLE ,LA ,H9101 ,ELDERPLAN  INC.  - SHMO ,DEMO ,19230,5079,  ,  ,842.92
JACKSON ,LA ,H5006 ,STERLING LIFE INSURANCE COMPANY ,PFFS ,19240,3084,38,1.23,793.33
JACKSON ,LA ,H1951 ,HUMANA HEALTH BENEFIT PLAN OF LOUISIANA INC ,HMO ,19240,3084,  ,  ,793.33
JACKSON ,LA ,H1961 ,TENET CHOICES  INC. / PEOPLES HEALTH NETWORK ,HMO ,19240,3084,  ,  ,793.33
JEFFERSON ,LA ,H1459 ,ILLINOIS CENTRAL HOSPITAL ASSOCIATION ,HCPP ,19250,65598,125,0.19,839
JEFFERSON ,LA ,H1901 ,TENET CHOICES  INC. ,DEMP ,19250,65598,162,0.25,839
JEFFERSON ,LA ,H1902 ,CORSOLUTIONS  INC. ,DEMC ,19250,65598,32,0.05,839
JEFFERSON ,LA ,H1951 ,HUMANA HEALTH BENEFIT PLAN OF LOUISIANA INC ,HMO ,19250,65598,10942,16.68,839
JEFFERSON ,LA ,H1961 ,TENET CHOICES  INC. / PEOPLES HEALTH NETWORK ,HMO ,19250,65598,14999,22.87,839
JEFFERSON ,LA ,H0104 ,BLUE CROSS AND BLUE SHIELD OF ALABAMA ,PPO ,19250,65598,  ,  ,839
JEFFERSON ,LA ,H0524 ,KAISER FOUNDATION HP  INC. ,HMO ,19250,65598,  ,  ,839
JEFFERSON ,LA ,H0630 ,KAISER FOUNDATION HP OF CO ,HMO ,19250,65598,  ,  ,839
JEFFERSON ,LA ,H0755 ,HEALTH NET OF CONNECTICUT ,HMO ,19250,65598,  ,  ,839
JEFFERSON ,LA ,H1010 ,CAPITAL HEALTH PLAN  INC. ,COST ,19250,65598,  ,  ,839
JEFFERSON ,LA ,H1032 ,WELL CARE OF FLORIDA  INC. ,HMO ,19250,65598,  ,  ,839
JEFFERSON ,LA ,H1036 ,HUMANA MEDICAL PLAN  INC ,HMO ,19250,65598,  ,  ,839
JEFFERSON ,LA ,H1045 ,PREFERRED CARE PARTNERS INC. ,PSO ,19250,65598,  ,  ,839
JEFFERSON ,LA ,H1080 ,UNITED HEALTHCARE OF FL  INC. ,HMO ,19250,65598,  ,  ,839
JEFFERSON ,LA ,H1804 ,HUMANA INSURANCE COMPANY ,PFFS ,19250,65598,  ,  ,839
JEFFERSON ,LA ,H1903 ,WELLCARE OF LOUISIANA  INC. ,HMO ,19250,65598,  ,  ,839
JEFFERSON ,LA ,H1905 ,HUMANA HLTH BENEFIT PLN OF LOUISIANA ,PPO ,19250,65598,  ,  ,839
JEFFERSON ,LA ,H1906 ,HUMANA HEALTH BENEFIT PLAN OF LA  INC. ,PFFS ,19250,65598,  ,  ,839
JEFFERSON ,LA ,H2150 ,KAISER FNDN HP OF THE MID-ATLANTIC STS ,COST ,19250,65598,  ,  ,839
JEFFERSON ,LA ,H3359 ,MANAGED HEALTH  INC. ,HMO ,19250,65598,  ,  ,839
JEFFERSON ,LA ,H3361 ,WELLCARE_OF NEW YORK  INC. ,HMO ,19250,65598,  ,  ,839
JEFFERSON ,LA ,H3806 ,HEALTH NET LIFE INSURANCE COMPANY ,DEMP ,19250,65598,  ,  ,839
JEFFERSON ,LA ,H3931 ,AETNA HEALTH INC ,HMO ,19250,65598,  ,  ,839
JEFFERSON ,LA ,H3959 ,HEALTHAMERICA PENNSYLVANIA  INC. ,HMO ,19250,65598,  ,  ,839
JEFFERSON ,LA ,H4402 ,ALEXIAN BROTHERS COMMUNITY SERVICES ,PACE ,19250,65598,  ,  ,839
JEFFERSON ,LA ,H4506 ,SELECTCARE OF TEXAS  L.L.C. ,PSO ,19250,65598,  ,  ,839
JEFFERSON ,LA ,H4510 ,HUMANA HEALTH PLAN OF TEXAS INC. ,HMO ,19250,65598,  ,  ,839
JEFFERSON ,LA ,H4513 ,TEXAS HEALTHSPRING I  LLC ,HMO ,19250,65598,  ,  ,839
JEFFERSON ,LA ,H4520 ,HUMANA INSURANCE COMPANY ,PPO ,19250,65598,  ,  ,839
JEFFERSON ,LA ,H4590 ,PACIFICARE OF TEXAS  INC. ,HMO ,19250,65598,  ,  ,839
JEFFERSON ,LA ,H4652 ,UNION PACIFIC RR EMPLOYES HEALTH SYS ,HCPP ,19250,65598,  ,  ,839
JEFFERSON ,LA ,H5050 ,GROUP HEALTH COOPERATIVE ,HMO ,19250,65598,  ,  ,839
JEFFERSON ,LA ,H5415 ,HUMANA HEALTH INSURANCE COMPANY OF FL  INC. ,PPO ,19250,65598,  ,  ,839
JEFFERSON ,LA ,H9016 ,UHP HEALTHCARE ,HMO ,19250,65598,  ,  ,839
JEFFERSON DAVIS ,LA ,H5006 ,STERLING LIFE INSURANCE COMPANY ,PFFS ,19260,5342,28,0.52,715.71
JEFFERSON DAVIS ,LA ,H0524 ,KAISER FOUNDATION HP  INC. ,HMO ,19260,5342,  ,  ,715.71
JEFFERSON DAVIS ,LA ,H1037 ,CHOICE CARE HEALTH PLAN  INC. ,HCPP ,19260,5342,  ,  ,715.71
JEFFERSON DAVIS ,LA ,H1951 ,HUMANA HEALTH BENEFIT PLAN OF LOUISIANA INC ,HMO ,19260,5342,  ,  ,715.71
JEFFERSON DAVIS ,LA ,H1961 ,TENET CHOICES  INC. / PEOPLES HEALTH NETWORK ,HMO ,19260,5342,  ,  ,715.71
JEFFERSON DAVIS ,LA ,H4564 ,SCOTT AND WHITE HEALTH PLAN ,COST ,19260,5342,  ,  ,715.71
JEFFERSON DAVIS ,LA ,H9016 ,UHP HEALTHCARE ,HMO ,19260,5342,  ,  ,715.71
LAFAYETTE ,LA ,H1902 ,CORSOLUTIONS  INC. ,DEMC ,19270,25622,22,0.09,716.13
LAFAYETTE ,LA ,H1951 ,HUMANA HEALTH BENEFIT PLAN OF LOUISIANA INC ,HMO ,19270,25622,77,0.3,716.13
LAFAYETTE ,LA ,H1961 ,TENET CHOICES  INC. / PEOPLES HEALTH NETWORK ,HMO ,19270,25622,106,0.41,716.13
LAFAYETTE ,LA ,H5006 ,STERLING LIFE INSURANCE COMPANY ,PFFS ,19270,25622,250,0.98,716.13
LAFAYETTE ,LA ,H0524 ,KAISER FOUNDATION HP  INC. ,HMO ,19270,25622,  ,  ,716.13
LAFAYETTE ,LA ,H0562 ,HEALTH NET_OF CA ,HMO ,19270,25622,  ,  ,716.13
LAFAYETTE ,LA ,H1415 ,HEALTHSPRING  INC. ,HMO ,19270,25622,  ,  ,716.13
LAFAYETTE ,LA ,H1459 ,ILLINOIS CENTRAL HOSPITAL ASSOCIATION ,HCPP ,19270,25622,  ,  ,716.13
LAFAYETTE ,LA ,H1901 ,TENET CHOICES  INC. ,DEMP ,19270,25622,  ,  ,716.13
LAFAYETTE ,LA ,H1906 ,HUMANA HEALTH BENEFIT PLAN OF LA  INC. ,PFFS ,19270,25622,  ,  ,716.13
LAFAYETTE ,LA ,H3109 ,HORIZON HEALTHCARE OF NJ INC. ,DEMP ,19270,25622,  ,  ,716.13
LAFAYETTE ,LA ,H3672 ,HOMETOWN HEALTH PLAN ,HMO ,19270,25622,  ,  ,716.13
